Date and Time,Event ID,Task Category,LogSource,Keywords
2026-04-21 21:13:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:14:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 21:15:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 21:16:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:17:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 21:18:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:19:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:20:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 21:21:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 21:22:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 21:23:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 21:24:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 21:25:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 21:26:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:27:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 21:28:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 21:29:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 21:30:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 21:31:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:32:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:33:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:34:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 21:35:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 21:36:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 21:37:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:38:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:39:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 21:40:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 21:41:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 21:42:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:43:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:44:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 21:45:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 21:46:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:47:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 21:48:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 21:49:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 21:50:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:51:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 21:52:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:53:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 21:54:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:55:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 21:56:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 21:57:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 21:58:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 21:59:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:00:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 22:01:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:02:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 22:03:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 22:04:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 22:05:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 22:06:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 22:07:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 22:08:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 22:09:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 22:10:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 22:11:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 22:12:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:13:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:14:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 22:15:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:16:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 22:17:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 22:18:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 22:19:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 22:20:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:21:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 22:22:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 22:23:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 22:24:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 22:25:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:26:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 22:27:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 22:28:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:29:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 22:30:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:31:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 22:32:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 22:33:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 22:34:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 22:35:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 22:36:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:37:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:38:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:39:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 22:40:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 22:41:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 22:42:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 22:43:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 22:44:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 22:45:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:46:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:47:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:48:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:49:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 22:50:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 22:51:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 22:52:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 22:53:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:54:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 22:55:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 22:56:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 22:57:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 22:58:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 22:59:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 23:00:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:01:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 23:02:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 23:03:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 23:04:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:05:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:06:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:07:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 23:08:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 23:09:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 23:10:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:11:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:12:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:13:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 23:14:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:15:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:16:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 23:17:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:18:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 23:19:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 23:20:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 23:21:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 23:22:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:23:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 23:24:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 23:25:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:26:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 23:27:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:28:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:29:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:30:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:31:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:32:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 23:33:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:34:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:35:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 23:36:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 23:37:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 23:38:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:39:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 23:40:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 23:41:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 23:42:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 23:43:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 23:44:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 23:45:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 23:46:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 23:47:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:48:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 23:49:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 23:50:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 23:51:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:52:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:53:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 23:54:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-21 23:55:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:56:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-21 23:57:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-21 23:58:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-21 23:59:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-22 00:00:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-22 00:01:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-22 00:02:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-22 00:03:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-22 00:04:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-22 00:05:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-22 00:06:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-22 00:07:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-22 00:08:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-22 00:09:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-22 00:10:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-22 00:11:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
2026-04-22 00:12:06,7000,Registry Value Read: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\Office365,REGISTRY,None
2026-04-22 00:13:06,7000,Registry Value Read: HKCU\Control Panel\Desktop\Wallpaper,REGISTRY,None
2026-04-22 00:14:06,7000,Registry Value Read: HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation,REGISTRY,None
2026-04-22 00:15:06,7000,Registry Value Read: HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,REGISTRY,None
